budget,homepage,id,keywords,original_language,original_title,overview,popularity,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title,vote_average,vote_count,clean_title,is_adaptation,Name,Authors,book_rating,primary_genre
25000000,http://www.ontheroad-themovie.com/?lang=en,83770,"[{""id"": 818, ""name"": ""based on novel""}, {""id"": 1227, ""name"": ""cemetery""}, {""id"": 2398, ""name"": ""narration""}, {""id"": 2483, ""name"": ""nudity""}, {""id"": 3739, ""name"": ""funeral""}, {""id"": 4528, ""name"": ""song""}, {""id"": 6054, ""name"": ""friendship""}, {""id"": 7312, ""name"": ""road trip""}, {""id"": 10776, ""name"": ""marijuana""}, {""id"": 10794, ""name"": ""snow""}, {""id"": 11732, ""name"": ""cigarette smoking""}, {""id"": 13028, ""name"": ""writer""}, {""id"": 13094, ""name"": ""photograph""}, {""id"": 15291, ""name"": ""on the road""}, {""id"": 18049, ""name"": ""sex scene""}, {""id"": 34030, ""name"": ""typewriter""}, {""id"": 159431, ""name"": ""voice over""}, {""id"": 163182, ""name"": ""suicide thoughts""}, {""id"": 167043, ""name"": ""road movie""}, {""id"": 168442, ""name"": ""denver colorado""}, {""id"": 168447, ""name"": ""kerouac""}]",en,On the Road,"Dean and Sal are the portrait of the Beat Generation. Their search for ""It"" results in a fast paced, energetic roller coaster ride with highs and lows throughout the U.S.",14.613152,"[{""name"": ""American Zoetrope"", ""id"": 70}, {""name"": ""France 2 Cin\u00e9ma"", ""id"": 83}, {""name"": ""VideoFilmes"", ""id"": 346}, {""name"": ""Vanguard Films"", ""id"": 614}, {""name"": ""Canal+"", ""id"": 5358}, {""name"": ""SPAD Films"", ""id"": 8372}, {""name"": ""MK2 Productions"", ""id"": 9209}, {""name"": ""Film4"", ""id"": 9349}, {""name"": ""Cin\u00e9+"", ""id"": 10611}, {""name"": ""France T\u00e9l\u00e9visions"", ""id"": 11795}, {""name"": ""Nomadic Pictures"", ""id"": 12467}, {""name"": ""Kramer & Sigman Films"", ""id"": 21914}, {""name"": ""Jerry Leider Company"", ""id"": 79077}]","[{""iso_3166_1"": ""BR"", ""name"": ""Brazil""}, {""iso_3166_1"": ""FR"", ""name"": ""France""}, {""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2012-05-22,8784318,137.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}]",Released,The best teacher is experience.,On the Road,5.5,301,on the road,True,On The Road,Jack Kerouac,3.62,Adventure
40000000,,3558,"[{""id"": 818, ""name"": ""based on novel""}, {""id"": 1252, ""name"": ""suicide attempt""}, {""id"": 1525, ""name"": ""puberty""}, {""id"": 5565, ""name"": ""biography""}, {""id"": 6846, ""name"": ""borderline personality disorder""}]",en,"Girl, Interrupted","Set in the changing world of the late 1960's, Susanna Kaysen's prescribed ""short rest"" from a psychiatrist she had met only once becomes a strange, unknown journey into Alice's Wonderland, where she struggles with the thin line between normal and crazy. Susanna soon realizes how hard it is to get out once she has been committed, and she ultimately has to choose between the world of people who belong inside or the difficult world of reality outside.",10.713521,"[{""name"": ""Columbia Pictures Corporation"", ""id"": 441}, {""name"": ""3 Arts Entertainment"", ""id"": 787}, {""name"": ""Global Entertainment Productions GmbH & Company Medien KG"", ""id"": 9269}, {""name"": ""Red Wagon Entertainment"", ""id"": 14440}]","[{""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1999-12-21,0,127.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,"The crazy thing is, you're not crazy.","Girl, Interrupted",7.6,721,"girl, interrupted",True,"Girl, Interrupted",Susanna Kaysen,3.9,Drama
0,http://www.thebridgeofsanluisreymovie.com/,45881,"[{""id"": 818, ""name"": ""based on novel""}, {""id"": 3450, ""name"": ""bridge""}, {""id"": 5967, ""name"": ""peru""}, {""id"": 15060, ""name"": ""period drama""}, {""id"": 160279, ""name"": ""18th century""}, {""id"": 187056, ""name"": ""woman director""}, {""id"": 193102, ""name"": ""collapse""}]",en,The Bridge of San Luis Rey,"The Bridge of San Luis Rey is American author Thornton Wilder's second novel, first published in 1927 to worldwide acclaim. It tells the story of several interrelated people who die in the collapse of an Inca rope-fiber suspension bridge in Peru, and the events that lead up to their being on the bridge.[ A friar who has witnessed the tragic accident then goes about inquiring into the lives of the victims, seeking some sort of cosmic answer to the question of why each had to die. The novel won the Pulitzer Prize in 1928.",0.515677,[],"[{""iso_3166_1"": ""ES"", ""name"": ""Spain""}, {""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""FR"", ""name"": ""France""}]",2004-01-01,0,120.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,,The Bridge of San Luis Rey,5.4,15,the bridge of san luis rey,True,The Bridge of San Luis Rey,Thornton Wilder,3.8,Romance
22000000,http://weinsteinco.com/films/derailed/,8999,"[{""id"": 378, ""name"": ""prison""}, {""id"": 520, ""name"": ""chicago""}, {""id"": 570, ""name"": ""rape""}, {""id"": 818, ""name"": ""based on novel""}, {""id"": 922, ""name"": ""hotel room""}, {""id"": 1157, ""name"": ""wife husband relationship""}, {""id"": 1596, ""name"": ""anonymous letter""}, {""id"": 1936, ""name"": ""blackmail""}, {""id"": 2783, ""name"": ""family's daily life""}, {""id"": 3344, ""name"": ""letter""}, {""id"": 4480, ""name"": ""business man""}, {""id"": 5625, ""name"": ""relationship problems""}, {""id"": 7169, ""name"": ""man between two women""}, {""id"": 9748, ""name"": ""revenge""}, {""id"": 9758, ""name"": ""deception""}, {""id"": 9849, ""name"": ""beating""}, {""id"": 14819, ""name"": ""violence""}, {""id"": 15210, ""name"": ""wallet""}, {""id"": 34094, ""name"": ""extramarital affair""}, {""id"": 163072, ""name"": ""embezzlement""}, {""id"": 168750, ""name"": ""advertising executive""}, {""id"": 187844, ""name"": ""flashback""}, {""id"": 208591, ""name"": ""abortion""}, {""id"": 226778, ""name"": ""commuter train""}]",en,Derailed,"When two married business executives having an affair are blackmailed by a violent criminal, they are forced to turn the tables on him to save their families.",17.7091,"[{""name"": ""Miramax Films"", ""id"": 14}, {""name"": ""Di Bonaventura Pictures"", ""id"": 435}, {""name"": ""Patalex V Productions Limited"", ""id"": 23635}]","[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2005-11-11,57479076,108.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}]",Released,He never saw it coming.,Derailed,6.1,319,derailed,True,Derailed,James Siegel,3.76,Drama
22000000,,204082,"[{""id"": 818, ""name"": ""based on novel""}, {""id"": 2231, ""name"": ""drug dealer""}, {""id"": 8440, ""name"": ""ex-cop""}, {""id"": 11004, ""name"": ""rural setting""}, {""id"": 11199, ""name"": ""undercover cop""}, {""id"": 11341, ""name"": ""methamphetamine""}, {""id"": 14736, ""name"": ""motorcycle gang""}, {""id"": 14964, ""name"": ""drug""}, {""id"": 15095, ""name"": ""revenge motive""}, {""id"": 15300, ""name"": ""father daughter relationship""}, {""id"": 207726, ""name"": ""lousiana bayou""}]",en,Homefront,"Phil Broker is a former DEA agent who has gone through a crisis after his action against a biker gang went horribly wrong and it cost the life of his boss' son. He is recently widowed and is left with a 9-years-old daughter,Maddy. He decides to quit the turbulent and demanding life of thrill for Maddy's sake and retires to a small town. His daughter fights off a boy who was bullying her at school and this sets in motion a round of events that end in his direct confrontation with the local Meth drug lord. His past history with the biker gang also enters the arena, making matters more complex. But he has a mission in his mind to protect his daughter and he is ready to pay any cost that it demands.",35.737655,"[{""name"": ""Millennium Films"", ""id"": 10254}, {""name"": ""Open Road Films"", ""id"": 10427}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2013-11-27,43058898,100.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,How far would you go to protect your home?,Homefront,6.4,875,homefront,True,Homefront,Tony Christini,3.0,Action
22000000,,24100,"[{""id"": 818, ""name"": ""based on novel""}, {""id"": 3133, ""name"": ""vampire""}, {""id"": 4197, ""name"": ""bite""}, {""id"": 10183, ""name"": ""independent film""}, {""id"": 231407, ""name"": ""fang vamp""}]",en,The Little Vampire,"Based on the popular books, the story tells of Tony who wants a friend to add some adventure to his life. What he gets is Rudolph, a vampire kid with a good appetite. The two end up inseparable, but their fun is cut short when all the hopes of the vampire race could be gone forever in single night. With Tony's access to the daytime world, he helps them to find what they've always wanted.",4.365196,"[{""name"": ""New Line Cinema"", ""id"": 12}]","[{""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""NL"", ""name"": ""Netherlands""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2000-10-27,13555988,95.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""de"", ""name"": ""Deutsch""}]",Released,"They're not just best friends, they're blood brothers.",The Little Vampire,6.1,77,the little vampire,True,The Little Vampire,Angela Sommer-Bodenburg,4.05,Family
19000000,,274,"[{""id"": 818, ""name"": ""based on novel""}, {""id"": 6259, ""name"": ""psychopath""}, {""id"": 8087, ""name"": ""horror""}, {""id"": 9937, ""name"": ""suspense""}, {""id"": 10714, ""name"": ""serial killer""}, {""id"": 12565, ""name"": ""psychological thriller""}, {""id"": 14895, ""name"": ""cannibal""}, {""id"": 18525, ""name"": ""fbi agent""}, {""id"": 33872, ""name"": ""animal in cast credits""}, {""id"": 208048, ""name"": ""cannibalism""}]",en,The Silence of the Lambs,"FBI trainee, Clarice Starling ventures into a maximum-security asylum to pick the diseased brain of Hannibal Lecter, a psychiatrist turned homicidal cannibal. Starling needs clues to help her capture a serial killer. but her Faustian relationship with Lecter soon leads to his escape, and now two deranged killers are on the loose.",18.174804,"[{""name"": ""Orion Pictures"", ""id"": 41}, {""name"": ""Strong Heart/Demme Production"", ""id"": 55072}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1991-02-01,272742922,119.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,To enter the mind of a killer she must challenge the mind of a madman.,The Silence of the Lambs,8.1,4443,the silence of the lambs,True,The Silence of the Lambs,Thomas  Harris,4.2,Crime
20000000,http://www.playnerve.com/,328387,"[{""id"": 818, ""name"": ""based on novel""}, {""id"": 1576, ""name"": ""technology""}, {""id"": 11615, ""name"": ""internet""}, {""id"": 12361, ""name"": ""hacking""}, {""id"": 13130, ""name"": ""teenager""}, {""id"": 14512, ""name"": ""new york city""}, {""id"": 18249, ""name"": ""game""}, {""id"": 186846, ""name"": ""adaptation""}, {""id"": 201871, ""name"": ""dare""}, {""id"": 212562, ""name"": ""cellphone video""}, {""id"": 223438, ""name"": ""based on young adult novel""}, {""id"": 229980, ""name"": ""smartphone""}, {""id"": 235098, ""name"": ""taking a risk""}]",en,Nerve,"Industrious high school senior, Vee Delmonico, has had it with living life on the sidelines. When pressured by friends to join the popular online game Nerve, Vee decides to sign up for just one dare in what seems like harmless fun. But as she finds herself caught up in the thrill of the adrenaline-fueled competition partnered with a mysterious stranger, the game begins to take a sinister turn with increasingly dangerous acts, leading her into a high stakes finale that will determine her entire future.",62.933899,"[{""name"": ""Lionsgate"", ""id"": 1632}, {""name"": ""Allison Shearmur Productions"", ""id"": 47706}, {""name"": ""Keep Your Head"", ""id"": 79963}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2016-07-27,83707310,96.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Are you a watcher or a player?,Nerve,7.1,2181,nerve,True,Nerve,Barbra Leslie,3.5,Mystery
20000000,http://www.theofficialjohncarpenter.com/vampires/,9945,"[{""id"": 818, ""name"": ""based on novel""}, {""id"": 1508, ""name"": ""new mexico""}, {""id"": 8508, ""name"": ""party""}, {""id"": 9259, ""name"": ""vampire hunter""}, {""id"": 9748, ""name"": ""revenge""}, {""id"": 10093, ""name"": ""priest""}, {""id"": 14765, ""name"": ""church""}, {""id"": 15084, ""name"": ""skull""}, {""id"": 34051, ""name"": ""team""}, {""id"": 41380, ""name"": ""crucifix""}, {""id"": 41511, ""name"": ""cross""}, {""id"": 161935, ""name"": ""relic""}, {""id"": 166720, ""name"": ""vampire slayer""}, {""id"": 178159, ""name"": ""turning into a vampire""}, {""id"": 224795, ""name"": ""drinking blood""}]",en,Vampires,The church enlists a team of vampire-hunters to hunt down and destroy a group of vampires searching for an ancient relic that will allow them to exist in sunlight.,17.016284,"[{""name"": ""Columbia Pictures"", ""id"": 5}, {""name"": ""Largo Entertainment"", ""id"": 1644}, {""name"": ""JVC Entertainment Networks"", ""id"": 4248}, {""name"": ""Film Office"", ""id"": 23893}, {""name"": ""Spooky Tooth Productions"", ""id"": 23894}, {""name"": ""Storm King Productions"", ""id"": 23895}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1998-04-15,0,108.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""la"", ""name"": ""Latin""}]",Released,From the Master of Evil. Comes a New Breed of Terror,Vampires,5.8,255,vampires,True,Vampires,Marc Tyler Nobleman,0.0,Action
20000000,http://8x.com/onenight/main.html,15005,"[{""id"": 818, ""name"": ""based on novel""}, {""id"": 1241, ""name"": ""persia""}, {""id"": 2011, ""name"": ""queen""}, {""id"": 10345, ""name"": ""esther""}]",en,One Night with the King,"This amazing biblical drama chronicles the brave and historic legend of Hadassah, a Jewish orphan with exceptional beauty who rises to become Queen Esther of Persia and saves Persian Jews from genocide. By revealing her heritage to the king, Esther thwarts the evil prime minister's plan to annihilate all Jews in the Persian Empire. The annual festival of Purim is inspired by her heroism.",3.476925,"[{""name"": ""Gener8Xion Entertainment"", ""id"": 3957}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2006-10-13,13391174,123.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Feel The Touch Of Destiny,One Night with the King,6.1,12,one night with the king,True,One Night With the King,Tommy Tenney,4.18,Drama
8700000,http://www.warnerbros.com/movies/home-entertainment/scanner-darkly-a/d7c290af-c285-41c4-a4d6-efb3a86b3893.html,3509,"[{""id"": 387, ""name"": ""california""}, {""id"": 703, ""name"": ""detective""}, {""id"": 818, ""name"": ""based on novel""}, {""id"": 1566, ""name"": ""dream""}, {""id"": 1568, ""name"": ""undercover""}, {""id"": 2150, ""name"": ""cocaine""}, {""id"": 2588, ""name"": ""brain""}, {""id"": 2866, ""name"": ""exam""}, {""id"": 2964, ""name"": ""future""}, {""id"": 4394, ""name"": ""test""}, {""id"": 4565, ""name"": ""dystopia""}, {""id"": 4967, ""name"": ""assignment""}, {""id"": 12190, ""name"": ""cyberpunk""}, {""id"": 14964, ""name"": ""drug""}, {""id"": 18420, ""name"": ""surveillance""}, {""id"": 180440, ""name"": ""totalitarian""}, {""id"": 188950, ""name"": ""corporation""}, {""id"": 202550, ""name"": ""substance""}, {""id"": 202551, ""name"": ""schizophrenic""}, {""id"": 202553, ""name"": ""condition""}, {""id"": 207268, ""name"": ""neo-noir""}]",en,A Scanner Darkly,An undercover cop in a not-too-distant future becomes involved with a dangerous new drug and begins to lose his own identity as a result.,26.093043,"[{""name"": ""Thousand Words"", ""id"": 380}, {""name"": ""Warner Independent Pictures (WIP)"", ""id"": 11509}, {""name"": ""Detour Filmproduction"", ""id"": 11510}, {""name"": ""Section Eight Productions"", ""id"": 14315}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2006-05-25,7659918,100.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Everything Is Not Going To Be OK,A Scanner Darkly,6.8,532,a scanner darkly,True,A Scanner Darkly,Philip K. Dick,4.02,Animation
22000000,,581,"[{""id"": 548, ""name"": ""countryside""}, {""id"": 818, ""name"": ""based on novel""}, {""id"": 1252, ""name"": ""suicide attempt""}, {""id"": 1463, ""name"": ""culture clash""}, {""id"": 1465, ""name"": ""loss of family""}, {""id"": 1806, ""name"": ""deserter""}, {""id"": 2297, ""name"": ""interpreter""}, {""id"": 2568, ""name"": ""language barrier""}, {""id"": 2796, ""name"": ""self-discovery""}, {""id"": 2911, ""name"": ""dakota""}, {""id"": 2912, ""name"": ""buffalo""}, {""id"": 2914, ""name"": ""chief""}, {""id"": 6059, ""name"": ""unsociability""}, {""id"": 6089, ""name"": ""freedom""}, {""id"": 10322, ""name"": ""native american""}, {""id"": 207928, ""name"": ""19th century""}, {""id"": 208780, ""name"": ""lakota""}]",en,Dances with Wolves,"Wounded Civil War soldier, John Dunbar tries to commit suicide – and becomes a hero instead. As a reward, he's assigned to his dream post, a remote junction on the Western frontier, and soon makes unlikely friends with the local Sioux tribe.",45.707835,"[{""name"": ""Tig Productions"", ""id"": 335}, {""name"": ""Majestic Films International"", ""id"": 2630}]","[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1990-11-09,424208848,181.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Inside everyone is a frontier waiting to be discovered.,Dances with Wolves,7.6,1046,dances with wolves,True,Dances With Wolves,Michael Blake,4.21,Adventure
0,,340611,"[{""id"": 818, ""name"": ""based on novel""}, {""id"": 2315, ""name"": ""jewish life""}, {""id"": 2494, ""name"": ""ohio""}, {""id"": 208611, ""name"": ""1950s""}]",en,Indignation,"In 1951, Marcus Messner, a working-class Jewish student from New Jersey, attends a small Ohio college, where he struggles with anti-Semitism, sexual repression, and the ongoing Korean War.",5.625989,"[{""name"": ""Likely Story"", ""id"": 1785}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2016-07-29,0,110.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Based on the novel by Philip Roth.,Indignation,6.8,69,indignation,True,Indignation,Philip Roth,3.74,Drama
18000000,http://youthinrevolt-themovie.com/,22327,"[{""id"": 818, ""name"": ""based on novel""}, {""id"": 10683, ""name"": ""coming of age""}, {""id"": 179431, ""name"": ""duringcreditsstinger""}]",en,Youth in Revolt,"Nick Twisp (Michael Cera), a teen with a taste for the finer things in life like Sinatra and Fellini, falls hopelessly in love with the beautiful, free-spirited Sheeni Saunders (Portia Doubleday) while on a family vacation.  But family, geography and jealous ex-lovers conspire to keep these two apart. Nick abandons his dull, predictable life and develops a rebellious alter ego: François.  With his ascot, his moustache and his cigarette, François will stop at nothing to be with Sheeni, and leads Nick on a path of destruction with unpredictable consequences..",13.462544,"[{""name"": ""Dimension Films"", ""id"": 7405}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2009-09-11,0,87.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}]",Released,"Every ""Revolution"" Needs A Leader",Youth in Revolt,5.9,319,youth in revolt,True,Youth in Revolt,C.D. Payne,4.02,Drama
18000000,,68924,"[{""id"": 818, ""name"": ""based on novel""}, {""id"": 1228, ""name"": ""1970s""}, {""id"": 4543, ""name"": ""thanksgiving""}, {""id"": 10041, ""name"": ""dysfunctional family""}, {""id"": 10183, ""name"": ""independent film""}]",en,The Ice Storm,"In the weekend after thanksgiving 1973 the Hoods are skidding out of control. Benjamin Hood reels from drink to drink, trying not to think about his trouble at the office. His wife, Elena, is reading self help books and losing patience with her husband's lies. Their son, Paul, home for the holidays, escapes to the city to pursue an alluring rich girl from his prep school. Young, budding nymphomaniac, Wendy Hood roams the neighborhood, innocently exploring liquor cabinets and lingerie drawers of her friends' parents, looking for something new. Then an ice storm hits, the worst in a century.",14.916264,"[{""name"": ""Fox Searchlight Pictures"", ""id"": 43}, {""name"": ""Good Machine"", ""id"": 10565}, {""name"": ""Canal+ Droits Audiovisuels"", ""id"": 53473}]","[{""iso_3166_1"": ""FR"", ""name"": ""France""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1997-09-27,8038061,112.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,"It was 1973, and the climate was changing.",The Ice Storm,6.9,176,the ice storm,True,The Ice Storm,Rick Moody,3.66,Drama
17000000,http://www.beastlythemovie.com/,38117,"[{""id"": 818, ""name"": ""based on novel""}, {""id"": 9673, ""name"": ""love""}, {""id"": 9767, ""name"": ""beautiful woman""}, {""id"": 10541, ""name"": ""curse""}, {""id"": 13130, ""name"": ""teenager""}, {""id"": 15402, ""name"": ""popularity""}, {""id"": 15403, ""name"": ""blind tutor""}, {""id"": 188237, ""name"": ""teenage romance""}, {""id"": 221039, ""name"": ""modern fairy tale""}, {""id"": 223438, ""name"": ""based on young adult novel""}]",en,Beastly,"A curse transforms a handsome and arrogant young man into everything he detests in this contemporary retelling of Beauty and the Beast. Wealthy Kyle Kingson has everything a teenager could want in life, but he still gets off on humiliating the weaker and less attractive. When Kyle invites his misfit classmate Kendra to an environmental rally at their school, she questions his motivations but reluctantly accepts. Later, Kyle blows Kendra off, prompting the spurned goth girl to cast a dark spell on the swaggering egotist.",24.054062,"[{""name"": ""CBS Films"", ""id"": 5490}, {""name"": ""Mel's Cite du Cinema"", ""id"": 54502}, {""name"": ""Storefront Films"", ""id"": 60600}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2011-01-21,43165571,86.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Love is never ugly.,Beastly,6.0,849,beastly,True,Beastly,Alex Flinn,3.83,Drama
17000000,,25763,"[{""id"": 818, ""name"": ""based on novel""}, {""id"": 2964, ""name"": ""future""}, {""id"": 4458, ""name"": ""post-apocalyptic""}, {""id"": 6091, ""name"": ""war""}, {""id"": 7325, ""name"": ""cockroach""}, {""id"": 14735, ""name"": ""motorcycle""}, {""id"": 159245, ""name"": ""scorpion""}, {""id"": 194713, ""name"": ""post nuclear""}, {""id"": 196367, ""name"": ""battle for survival""}]",en,Damnation Alley,A small group of survivors at a military installation who survived World War 3 attempt to drive across the desolate wasteland to where they hope more survivors are living. Hopefully their specially built vehicles will protect them against the freakish weather mutated plant and animal life and other dangers along the way.,2.215261,"[{""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1977-09-10,8720000,91.0,"[{""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}, {""iso_639_1"": ""en"", ""name"": ""English""}]",Released,,Damnation Alley,5.0,27,damnation alley,True,Damnation Alley,Roger Zelazny,3.55,Action
16500000,,4584,"[{""id"": 420, ""name"": ""bowling""}, {""id"": 818, ""name"": ""based on novel""}, {""id"": 964, ""name"": ""servant""}, {""id"": 2755, ""name"": ""country life""}, {""id"": 7564, ""name"": ""jane austen""}, {""id"": 10911, ""name"": ""inheritance""}, {""id"": 11109, ""name"": ""military officer""}, {""id"": 15060, ""name"": ""period drama""}, {""id"": 156507, ""name"": ""rainstorm""}, {""id"": 156510, ""name"": ""horse and carriage""}, {""id"": 156512, ""name"": ""decorum""}]",en,Sense and Sensibility,"Rich Mr. Dashwood dies, leaving his second wife and her daughters poor by the rules of inheritance. Two daughters are the titular opposites.",20.898711,"[{""name"": ""Columbia Pictures Corporation"", ""id"": 441}, {""name"": ""Mirage Enterprises"", ""id"": 932}]","[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1995-12-13,135000000,136.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Lose your heart and come to your senses.,Sense and Sensibility,7.2,352,sense and sensibility,True,Sense and Sensibility,Jane Austen,4.07,Drama
16000000,,264656,"[{""id"": 246, ""name"": ""dancing""}, {""id"": 818, ""name"": ""based on novel""}, {""id"": 9748, ""name"": ""revenge""}, {""id"": 10322, ""name"": ""native american""}, {""id"": 14819, ""name"": ""violence""}, {""id"": 155573, ""name"": ""wild west""}, {""id"": 193225, ""name"": ""driven insane""}, {""id"": 208170, ""name"": ""abusive marriage""}, {""id"": 208171, ""name"": ""refused services""}, {""id"": 208172, ""name"": ""prison wagon""}, {""id"": 208173, ""name"": ""lost in the desert""}, {""id"": 208174, ""name"": ""buffalo skin""}]",en,The Homesman,"When three women living on the edge of the American frontier are driven mad by harsh pioneer life, the task of saving them falls to the pious, independent-minded Mary Bee Cuddy. Transporting the women by covered wagon to Iowa, she soon realizes just how daunting the journey will be, and employs a low-life drifter, George Briggs, to join her. The unlikely pair and the three women head east, where a waiting minister and his wife have offered to take the women in. But the group first must traverse the harsh Nebraska Territories marked by stark beauty, psychological peril and constant threat.",20.59148,"[{""name"": ""The Javelina Film Company"", ""id"": 2322}, {""name"": ""EuropaCorp"", ""id"": 6896}, {""name"": ""Ithaca Pictures"", ""id"": 11765}]","[{""iso_3166_1"": ""FR"", ""name"": ""France""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2014-05-18,3442853,122.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,,The Homesman,6.4,258,the homesman,True,The Homesman,Glendon Swarthout,3.86,Western
15000000,https://www.uphe.com/movies/the-wedding-date,6961,"[{""id"": 818, ""name"": ""based on novel""}, {""id"": 6739, ""name"": ""callboy""}, {""id"": 13027, ""name"": ""wedding""}, {""id"": 156731, ""name"": ""escort""}, {""id"": 156760, ""name"": ""fake boyfriend""}, {""id"": 187056, ""name"": ""woman director""}]",en,The Wedding Date,"With the wedding of her younger sister fast approaching, Kat Ellis faces the undesirable prospect of traveling alone to London for the ceremony. While this is bad enough, Jeffrey, the man who left her as they moved closer to marriage, happens to be the groom's best man. Determined to show everyone -- most of all Jeffrey -- that her romantic life is as full and thrilling as ever, Kat hires a charming male escort as her date.",10.194097,"[{""name"": ""26 Films"", ""id"": 2157}, {""name"": ""Gold Circle Films"", ""id"": 12026}, {""name"": ""Visionview Production"", ""id"": 29018}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2005-02-04,47175038,88.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Love doesn't come cheap.,The Wedding Date,6.2,230,the wedding date,True,The Wedding Date,Elizabeth Young,3.62,Comedy
15000000,http://www.focusfeatures.com/one_day,51828,"[{""id"": 818, ""name"": ""based on novel""}, {""id"": 3485, ""name"": ""comedian""}, {""id"": 8438, ""name"": ""job""}, {""id"": 9673, ""name"": ""love""}, {""id"": 10556, ""name"": ""male female relationship""}, {""id"": 10818, ""name"": ""author""}, {""id"": 13028, ""name"": ""writer""}, {""id"": 15160, ""name"": ""divorce""}, {""id"": 178329, ""name"": ""best friends in love""}, {""id"": 187056, ""name"": ""woman director""}, {""id"": 217405, ""name"": ""missed opportunity""}]",en,One Day,"A romantic comedy centered on Dexter and Emma, who first meet during their graduation in 1988 and proceed to keep in touch regularly. The film follows what they do on July 15 annually, usually doing something together.",16.629173,"[{""name"": ""Film 4"", ""id"": 2335}, {""name"": ""Color Force"", ""id"": 5420}]","[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2011-03-02,59389433,107.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Twenty years. Two people.,One Day,7.0,978,one day,True,One Day,Wright Morris,4.67,Drama
